epoch,train_loss,val_loss,test_loss,val_IC,val_ICIR,val_RankIC,val_RankICIR,val_prec_10,val_sharpe5,test_IC,test_ICIR,test_RankIC,test_RankICIR,test_prec_10,test_sharpe5
1,0.007410202218973145,0.003208598996069832,0.01581313868260218,-0.0051406249367282825,-0.03816441789596491,-0.0008984000013396604,-0.006565610990008199,0.4844262295081967,2.534542038889916,-0.03192556801594774,-0.1957284505759705,-0.006528105348483567,-0.0389960181931959,0.5005555555555555,2.3616655704439977
